Hex,Emoji,English Name,Myanmar Name,Keywords
1F621,😡,enraged face,အလွန်အမင်း ဒေါသထွက်နေသောမျက်နှာ,"စိတ်ဆိုးခြင်း, စိတ်ဆိုးမာန်ဆိုး, စူတူတူ မျက်နှာ, နီမြန်း, ပေါက်ကွဲ, မျက်နှာ, ဒေါသ, စိတ်ဆိုး, ရန်ဖြစ်"
1F620,😠,angry face,စိတ်ဆိုးနေသောမျက်နှာ,"စိတ်ဆိုးခြင်း, ဒေါသထွက်နေသော, မျက်နှာ, စိတ်ဆိုး, ဒေါသ, မကျေနပ်"
1F92C,🤬,face with symbols on mouth,ပါးစပ်သင်္ကေတနဲ့ မျက်နှာ,"ပါးစပ်သင်္ကေတနဲ့ မျက်နှာ, သစ္စာဆိုတဲ့ မျက်နှာ"
1F608,😈,smiling face with horns,ပြုံးနေသော မိစ္ဆာမျက်နှာ,"စိတ်ကူးယဉ်, ဒဏ္ဍာရီ ပုံပြင်, မျက်နှာ, အပြုံး, ဦးချို, ဦးချိုနှင့် ပြုံးနေသော မျက်နှာ, ဦးချိုပါ ပြုံးနေသည့်မျက်နှာ, နတ်ဆိုး, မိစ္ဆာ, မိုက်, ဆိုး"
1F47F,👿,angry face with horns,ဆိုးပေ,"စိတ်ကူးယဉ်, စိတ်ဆိုးနေသည့် ဦးချိုပါ မျက်နှာ, ဆိုးပေ, မကောင်းဆိုးဝါး, မျက်နှာ, မှင်စာ"
1F480,💀,skull,ဦးခေါင်းခွံ,"ဒဏ္ဍာရီ ပုံပြင်, ဘီလူး, မျက်နှာ, မရဏ, ဦးခေါင်းခွံ"
2620-FE0F,☠️,skull and crossbones,,
1F4A9,💩,pile of poo,ချေး,"ချေးပုံ, မကောင်းဆိုးဝါး, မစင်ပုံ, မျက်နှာ, မစင်, ရယ်စရာ, ညစ်ပတ်"
1F921,🤡,clown face,လူပြက်ရုပ်,"ရုပ်, လူပြက်, လူပြက်ရုပ်"
1F479,👹,ogre,ဘီလူး,"စိတ်ကူးယဉ်, ဒဏ္ဍာရီပုံပြင်, ဘီလူး, မျက်နှာ, အကောင်"
1F47A,👺,goblin,နတ်ဆိုးကလေး,"စိတ်ကူးယဉ်, ဒဏ္ဍာရီ ပုံပြင်, နတ်ဆိုးကလေး, ဘီလူး, မျက်မှာ, မှင်စာ, အကောင်"
1F47B,👻,ghost,တစ္ဆေ,"စိတ်ကူးယဉ်, တစ္ဆေ, ဒဏ္ဍာရီ ပုံပြင်, ဘီလူး, မျက်နှာ, အကောင်"
1F47D,👽,alien,ဂြိုဟ်သား,"ဂြိုဟ်သား, စိတ်ကူးယဉ်, မျက်နှာ, ယူအက်ဖ်အို, အကောင်, အခြားကမ္ဘာနှင့် ဆိုင်သော"
1F47E,👾,alien monster,မကောင်းဆိုးဝါး ဂြိုဟ်သား,"ဂြိုဟ်, ဘီလူး, မကောင်းဆိုးဝါး ဂြိုဟ်သား, မျက်နှာ, ယူအက်ဖ်အို, အကောင်, အခြားကမ္ဘာနှင့် ဆိုင်သော"
1F916,🤖,robot,စက်ရုပ် မျက်နှာ,"စက်ရုပ်, မကောင်းဆိုးဝါး, မျက်နှာ"
1F63A,😺,grinning cat,ပြုံးနေသောကြောင်,"ကြောင်, ပြုံး, ပြုံးဖြဲဖြဲလုပ်နေသော, ပါးစပ်, ဖွင့်, မျက်နှာ, ပျော်"
1F638,😸,grinning cat with smiling eyes,ပြုံးနေသောကြောင်,"ကြောင်, ပြုံး, ပြုံးနေသော မျက်လုံးများနှင့် ပြုံးဖြဲဖြဲ ကြောင် မျက်နှာ, ပြုံးဖြဲဖြဲ, မျက်နှာ, မျက်လုံး, ပျော်, ရယ်"
1F639,😹,cat with tears of joy,ရယ်လွန်း၍မျက်ရည်ကျနေသောကြောင်,"ကြောင်, ပျော်ရွှင်မှု, ပျော်ရွှင်မှု မျက်ရည်များဖြင့် ကြောင် မျက်နှာ, မျက်နှာ, မျက်ရည်, ရယ်"
1F63B,😻,smiling cat with heart-eyes,နှလုံးသားမျက်လုံးနှင့်ကြောင်,"ကြောင်, နှလုံး, နှလုံးပုံမျက်လုံးဖြင့်ပြုံးနေသည့်ကြောင်, မျက်နှာ, မျက်လုံး, အချစ်, အပြုံး, ချစ်"
1F63C,😼,cat with wry smile,မဲ့ပြုံးပြုံးနေသောကြောင်,"ကြောင်, ခနဲ့တဲ့တဲ့, ခနဲ့တဲ့တဲ့ ပြုံးနေသော ကြောင် မျက်နှာ, မျက်နှာ, ရွဲ့တဲ့တဲ့, အပြုံး, ချေ, မိုက်"
1F63D,😽,kissing cat,မျက်လုံးမှိတ်ပြီးနမ်းနေသောကြောင်,"ကြောင်, မျက်စိမှိတ်ထားကာ နမ်းနေသည့် ကြောင် မျက်နှာ, မျက်နှာ, မျက်လုံး, အနမ်း, နမ်း, ချစ်"
1F640,🙀,weary cat,ထိတ်လန့်နေသောကြောင်,"ကြောင်, ငြီးငွေ့နေသော ကြောင် မျက်နှာ, ငြီးငွေ့သော, မျက်နှာ, အံ့အားသင့်, အိုး, ကြောက်, အံ့ဩ"
1F63F,😿,crying cat,ဝမ်းနည်းနေသောကြောင်,"ကြောင်, ငိုနေသော, မျက်နှာ, မျက်ရည်, ဝမ်းနည်း, ငို"
1F63E,😾,pouting cat,စိတ်ဆိုးနေသောကြောင်,"ကြောင်, စိတ်တိုနေသည့် ကြောင်မျက်နှာ, နှုတ်ခမ်းစူခြင်း, မျက်နှာ, စိတ်ဆိုး, ဒေါသ"
1F648,🙈,see-no-evil monkey,မျက်လုံးပိတ်ထားသောမျောက်,"တားမြစ်ခြင်း, မကောင်းဆိုးဝါး, မကောင်းဆိုးဝါး မမြင်လိုဟန်ပြ မျောက်, မကောင်းတာကို မမြင်လို, မျက်နှာ, မျောက်, မြင်တွေ့ခြင်း, မကြည့်, ရှက်"
1F649,🙉,hear-no-evil monkey,နားပိတ်ထားသောမျောက်,"ကြားသိခြင်း, တားမြစ်ခြင်း, မကောင်းဆိုးဝါး, မကောင်းဆိုးဝါး မကြားလိုဟန်ပြ မျောက်, မကောင်းတာကို မကြားလို, မျက်နှာ, မျောက်, မကြား"
1F64A,🙊,speak-no-evil monkey,ပါးစပ်ပိတ်ထားသောမျောက်,"တားမြစ်ခြင်း, ပြောကြားခြင်း, မကောင်းဆိုးဝါး, မကောင်းတာကို မပြောလို, မကောင်းတာမပြောလိုဟန်ပြ မျောက်, မျက်နှာ, မျောက်, မပြော"
1F48C,💌,love letter,ရည်းစား စာ,"စာ, စာပို့ခြင်း, နှလုံး, ရည်းစား စာ, အချစ်"
1F498,💘,heart with arrow,မြားနှင့် နှလုံး,"မြား, မြားနတ်မောင်, မြားနှင့် နှလုံး, မြားနှင့် အသည်းနှလုံး"
1F49D,💝,heart with ribbon,ဖဲကြိုးနှင့် နှလုံး,"ဖဲကြိုး, ဖဲကြိုးနှင့် နှလုံး, ဖဲကြိုးနှင့် အသည်းနှလုံး, ဗယ်လင်တိုင်း"
1F496,💖,sparkling heart,အရောင်လက်နေသည့် နှလုံး,"စိတ်လှုပ်ရှား, အရောင်လက် တောက်ပ, အရောင်လက် တောက်ပနေသည့် နှလုံးသား, အရောင်လက်နေသည့် နှလုံး"
1F497,💗,growing heart,ကြီးထွားနေသောနှလုံးသား,"ကြီးထွားလာနေသည့် နှလုံး, ကြီးထွားလာနေသည့် နှလုံးသား, ကြီးထွားလာသော, စိတ်လှုပ်ရှား, နှလုံးခုန်, ချစ်, အချစ်, ရင်ခုန်"
1F493,💓,beating heart,ခုန်နေသောနှလုံးသား,"ခုန်, ခုန်နေသည့် နှလုံး, နှလုံးခုန်, ရင်ခုန်, ချစ်, အချစ်"
1F49E,💞,revolving hearts,လည်ပတ်နေသောနှလုံးသားများ,"ပတ်ချာလှည့်, ပတ်ချာလှည့်နေသည့် နှလုံးများ, လည်နေသည့် နှလုံးများ, ချစ်, အချစ်, ပျော်"
1F495,💕,two hearts,နှလုံးသားနှစ်ခု,"နှလုံးနှစ်ခု, အချစ်, ချစ်, သူငယ်ချင်း"
